url,subject,question,optionA,optionB,optionC,optionD,answer,reason,status,problem
https://myschoolgist.com/news/waec-gce-closing-date/,Unknown,"WAEC GCE Registration Closing Date | 2nd Series By Olusegun Fapohunda August 16, 2026 Time to Read: 1 min • 92 words By Olusegun Fapohunda Olusegun Fapohunda August 16, 2026 Time to Read: 1 min • 92 words Following the publication of the 2026 WAEC GCE Registration Guidelines, the West African Examinations Council also released the registration closing date for the 2026 WASSCE (Private). Candidates intending to register for the West African Senior School Certificate Examination (WASSCE) for Private Candidates, 2026 – Second Series, are hereby informed that the registration closing date has been announced. Prepare for JAMB, WAEC, NECO, BECE, NCEE and Post UTME Practise CBT Exams on Mobile or PC Prepare for Post UTME, WAEC, NECO, JAMB UTME, Junior WAEC (BECE) and Common Entrance (NCEE) with the MySchoolGist CBT App and Software. Use it on Android, iPhone or Windows to practise past questions anytime. Android App iPhone App Windows 10+ Windows 7 & 8 Need help choosing the right version? Chat with us on WhatsApp . Normal registration ends on Sunday, August 30, 2026.. See also: How to Obtain 2026 WAEC GCE Form . Price of 2026 WAEC GCE Scratch Cards & Selling Points . All interested candidates should keep this in mind. Following the publication of the 2026 WAEC GCE Registration Guidelines, the West African Examinations Council also released the registration closing date for the 2026 WASSCE (Private). Candidates intending to register for the West African Senior School Certificate Examination (WASSCE) for Private Candidates, 2026 – Second Series, are hereby informed that the registration closing date has been announced. Prepare for JAMB, WAEC, NECO, BECE, NCEE and Post UTME Practise CBT Exams on Mobile or PC Prepare for Post UTME, WAEC, NECO, JAMB UTME, Junior WAEC (BECE) and Common Entrance (NCEE) with the MySchoolGist CBT App and Software. Use it on Android, iPhone or Windows to practise past questions anytime. Android App iPhone App Windows 10+ Windows 7 & 8 Need help choosing the right version? Chat with us on WhatsApp . Prepare for JAMB, WAEC, NECO, BECE, NCEE and Post UTME Practise CBT Exams on Mobile or PC Prepare for Post UTME, WAEC, NECO, JAMB UTME, Junior WAEC (BECE) and Common Entrance (NCEE) with the MySchoolGist CBT App and Software. Use it on Android, iPhone or Windows to practise past questions anytime. Post UTME, WAEC, NECO, JAMB UTME, Junior WAEC (BECE) Common Entrance (NCEE) Android App iPhone App Windows 10+ Windows 7 & 8 Need help choosing the right version? Chat with us on WhatsApp . Normal registration ends on Sunday, August 30, 2026.. See also: How to Obtain 2026 WAEC GCE Form . Price of 2026 WAEC GCE Scratch Cards & Selling Points . All interested candidates should keep this in mind. Alternative admission via JUPEB/IJMB programmes (SPONSORED) Enter 200-Level Directly! Gain University Admission via JUPEB/IJMB . Enjoy Low Fees! Call 08033006849 Now! Alternative admission via JUPEB/IJMB programmes (SPONSORED) Enter 200-Level Directly! Gain University Admission via JUPEB/IJMB . Enjoy Low Fees! Call 08033006849 Now! Search MySchoolGist ... Search Tagged: WAEC GCE Registration Portal Tagged: Share This Post: If this post helped you, share it with others! Use the buttons below to spread the word! Share This Post: WhatsApp X (Twitter) Facebook WhatsApp X (Twitter) Facebook Suggested Articles Price of WAEC GCE Scratch Cards & Selling Points WAEC GCE 'Walk-in Candidates' Registration Process 2026 WAEC GCE Registration Form Template 2026 WAEC GCE Timetable 2026 (First Series): WASSCE Private Candidates Exam Schedule WAEC GCE Registration 2026 Second Series: Fee, PIN Deadline and CBT Exam Guide [UPDATED] West African Examinations Council (WAEC) WASSCE 2026 Result Checker PIN: How School Candidates Can Get It West African Examinations Council (WAEC) Results: 2026 WASSCE for School Candidates (May/June Exam) Failed 2026 WAEC May/June Exam? Urgent Solution Suggested Articles Articles Price of WAEC GCE Scratch Cards & Selling Points WAEC GCE 'Walk-in Candidates' Registration Process 2026 WAEC GCE Registration Form Template 2026 WAEC GCE Timetable 2026 (First Series): WASSCE Private Candidates Exam Schedule WAEC GCE Registration 2026 Second Series: Fee, PIN Deadline and CBT Exam Guide [UPDATED] West African Examinations Council (WAEC) WASSCE 2026 Result Checker PIN: How School Candidates Can Get It West African Examinations Council (WAEC) Results: 2026 WASSCE for School Candidates (May/June Exam) Failed 2026 WAEC May/June Exam? Urgent Solution Previous story Akanu Ibiam Federal Polytechnic, Unwana (AIFPU) Admission List for 2026/2027 Academic Session Next story Has Your School Admission List Been Released? Find Out Previous story Akanu Ibiam Federal Polytechnic, Unwana (AIFPU) Admission List for 2026/2027 Academic Session Next story Has Your School Admission List Been Released? Find Out Meet The Author Olusegun Fapohunda is the founder and editor of MySchoolGist, with over a decade of experience in education publishing. He covers education updates, admission notices, examination news, scholarships, career opportunities and related public information. Connect with him on X (formerly Twitter) . Meet The Author Olusegun Fapohunda is the founder and editor of MySchoolGist, with over a decade of experience in education publishing. He covers education updates, admission notices, examination news, scholarships, career opportunities and related public information. Connect with him on X (formerly Twitter) . Home About Disclaimer Privacy Policy Quick Links Education Resources WAEC Past Questions NABTEB Past Questions JAMB Past Questions Post UTME Past Questions Universities Polytechnics Monotechnics Colleges of Education Top Universities Illegal Universities Courses JAMB WAEC NECO Jobs in Nigeria MySchoolGist Web Services is a registered publisher and marketing solutions provider in Nigeria. It publishes Myschoolgist.com, a leading digital publication that covers the latest educational trends, career opportunities and current news. Copyright © 2012 - 2026 MySchoolGist Home About Disclaimer Privacy Policy Quick Links Education Resources WAEC Past Questions NABTEB Past Questions JAMB Past Questions Post UTME Past Questions Universities Polytechnics Monotechnics Colleges of Education Top Universities Illegal Universities Courses JAMB WAEC NECO Jobs in Nigeria Quick Links Education Resources WAEC Past Questions NABTEB Past Questions JAMB Past Questions Post UTME Past Questions Universities Polytechnics Monotechnics Colleges of Education Top Universities Illegal Universities Courses JAMB WAEC NECO Jobs in Nigeria MySchoolGist Web Services is a registered publisher and marketing solutions provider in Nigeria. It publishes Myschoolgist.com, a leading digital publication that covers the latest educational trends, career opportunities and current news. Copyright © 2012 - 2026 MySchoolGist",,,,,,,REJECTED,"optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/news/waec-gce/,Unknown,by 314 pixels,,,,,,,REJECTED,"optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/news/waec-gce/,Unknown,"dpi resolution A contrasting background Candidates must not use obstructive items in passport photographs. A defaced or poor-quality photograph will invalidate the candidate's entry. What General Rules Should Candidates Follow? Candidates should read the registration rules before completing entry and before going to the examination hall. The following points apply: Registration fee is not refundable Candidates should keep checking the website for the examination timetable Candidates should visit the WAEC Nigeria website for further details Candidates should study the Regulations and Syllabuses after downloading them from the WAEC website with the Registration PIN Candidates must go to the examination hall in mufti and without arms Professional uniform of any kind will not be allowed inside the examination hall WAEC will cancel the entire result of any candidate who sits for the examination in more than one centre Smoking is not allowed inside the examination hall Any candidate who enters the hall with mobile phones or other electronic gadgets will have all results cancelled Candidates involved in examination malpractice will lose their results and may face prosecution Candidates should provide valid email addresses and telephone numbers during registration What Is The Best Way To Avoid Registration Errors? Candidates should complete the form with care, check each field before upload and print the Admission Notice after successful registration. The safest approach is simple: pay through an approved channel, complete biometric capturing, confirm all personal details and keep the original Admission Notice for the examination. Alternative admission via JUPEB/IJMB programmes (SPONSORED) Enter 200-Level Directly! Gain University Admission via JUPEB/IJMB . Enjoy Low Fees! Call 08033006849 Now! Alternative admission via JUPEB/IJMB programmes (SPONSORED) Enter 200-Level Directly! Gain University Admission via JUPEB/IJMB . Enjoy Low Fees! Call 08033006849 Now! Search MySchoolGist ... Search Share This Post: If this post helped you, share it with others! Use the buttons below to spread the word! Share This Post: WhatsApp X (Twitter) Facebook WhatsApp X (Twitter) Facebook Suggested Articles WAEC GCE Registration Closing Date/Deadline 2026 West African Examinations Council (WAEC) WASSCE 2026 Result Checker PIN: How School Candidates Can Get It West African Examinations Council (WAEC) Results: 2026 WASSCE for School Candidates (May/June Exam) Failed 2026 WAEC May/June Exam? Urgent Solution West African Examinations Council (WAEC) Digital Certificate Platform WAEC Result: Meaning of Held or Witheld or Outstanding and Other Terms Wish to Upgrade Your 2026 WAEC Result? Read This West African Examinations Council (WAEC) Results Statistics 2026: Pass Rates, Withheld Results and Candidate Figures Suggested Articles Articles WAEC GCE Registration Closing Date/Deadline 2026 West African Examinations Council (WAEC) WASSCE 2026 Result Checker PIN: How School Candidates Can Get It West African Examinations Council (WAEC) Results: 2026 WASSCE for School Candidates (May/June Exam) Failed 2026 WAEC May/June Exam? Urgent Solution West African Examinations Council (WAEC) Digital Certificate Platform WAEC Result: Meaning of Held or Witheld or Outstanding and Other Terms Wish to Upgrade Your 2026 WAEC Result? Read This West African Examinations Council (WAEC) Results Statistics 2026: Pass Rates, Withheld Results and Candidate Figures Previous story Has Your School Admission List Been Released? Find Out Next story College of Health Technology, Lafia Admission List for 2026/2027 Academic Session | 1st & 2nd Batch Previous story Has Your School Admission List Been Released? Find Out Next story College of Health Technology, Lafia Admission List for 2026/2027 Academic Session | 1st & 2nd Batch Meet The Author Olusegun Fapohunda is the founder and editor of MySchoolGist, with over a decade of experience in education publishing. He covers education updates, admission notices, examination news, scholarships, career opportunities and related public information. Connect with him on X (formerly Twitter) . Meet The Author Olusegun Fapohunda is the founder and editor of MySchoolGist, with over a decade of experience in education publishing. He covers education updates, admission notices, examination news, scholarships, career opportunities and related public information. Connect with him on X (formerly Twitter) . Home About Disclaimer Privacy Policy Quick Links Education Resources WAEC Past Questions NABTEB Past Questions JAMB Past Questions Post UTME Past Questions Universities Polytechnics Monotechnics Colleges of Education Top Universities Illegal Universities Courses JAMB WAEC NECO Jobs in Nigeria MySchoolGist Web Services is a registered publisher and marketing solutions provider in Nigeria. It publishes Myschoolgist.com, a leading digital publication that covers the latest educational trends, career opportunities and current news. Copyright © 2012 - 2026 MySchoolGist Home About Disclaimer Privacy Policy Quick Links Education Resources WAEC Past Questions NABTEB Past Questions JAMB Past Questions Post UTME Past Questions Universities Polytechnics Monotechnics Colleges of Education Top Universities Illegal Universities Courses JAMB WAEC NECO Jobs in Nigeria Quick Links Education Resources WAEC Past Questions NABTEB Past Questions JAMB Past Questions Post UTME Past Questions Universities Polytechnics Monotechnics Colleges of Education Top Universities Illegal Universities Courses JAMB WAEC NECO Jobs in Nigeria MySchoolGist Web Services is a registered publisher and marketing solutions provider in Nigeria. It publishes Myschoolgist.com, a leading digital publication that covers the latest educational trends, career opportunities and current news. Copyright © 2012 - 2026 MySchoolGist",,,,,,,REJECTED,"optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/news/waec-result-held-witheld-outstanding/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/ng/author/admin/,Unknown,"Acceptance fee payment will become available on Tuesday, 18 … Federal Polytechnic, Ukana Post UTME Form for 2026/2027 ND Admission Last Modified on August 16th, 2026 Federal Polytechnic, Ukana has invited qualified candidates to apply for admission into its available National Diploma programmes for the 2026/2027 academic session. Candidates seeking admission must have scored at least 100 in the 2026/2027 Unified Tertiary Matriculation Examination (UTME) and must meet the stated O'Level requirements. The Post UTME screening … Federal Polytechnic, Ukana HND Admission Form for 2026/2027 Academic Session Last Modified on August 16th, 2026 Federal Polytechnic, Ukana has opened applications for admission into its Higher National Diploma programmes for the 2026/2027 academic session. The admission exercise is for candidates who already hold a National Diploma in a related course and meet the stated academic and industrial training requirements. The application fee is ₦10,000 and … National Youth Service Corps (NYS","has informed candidates who completed the 2026/2027 Post-UTME registration that its portal remains open for the upload of O'Level results and other required credentials. Candidates who selected Awaiting Result during Post-UTME registration are expected to upload their available O'Level results through the university … Olabisi Onabanjo University (OOU) Post UTME Screening Schedule 2026/2027 and Examination Pass Printing Guide Last Modified on August 16th, 2026 Olabisi Onabanjo University (OOU) has released the Post UTME screening schedule for candidates seeking undergraduate admission during the 2026/2027 academic session. The screening examinations will be held from Tuesday, 1 September to Friday, 4 September 2026, while examination pass printing will begin on 27 August 2026 for eligible applicants. Each … College of Health Technology, Lafia Admission List for 2026/2027 Academic Session | 1st & 2nd Batch Last Modified on August 16th, 2026 College of Health Technology, Lafia has released the first and second batch admission lists for the 2026/2027 academic session. The admission exercise covers candidates who took part in the entrance examination. Candidates are expected to check their admission status through the school portal and complete the required registration within the … WAEC GCE Registration 2026 Second Series: Fee, PIN Deadline and CBT Exam Guide [UPDATED] Last Modified on August 16th, 2026 The management of the West African Examinations Council (WAE","An admission list shows candidates who have been offered provisional admission by a school. Lists may appear on … Akanu Ibiam Federal Polytechnic, Unwana (AIFPU) Admission List for 2026/2027 Academic Session Last Modified on August 15th, 2026 Akanu Ibiam Federal Polytechnic, Unwana (AIFPU) has released the admission list for National Diploma programmes for the 2026/2027 academic session. Candidates seeking ND admission can currently confirm their status through JAMB CAPS. Applicants whose status shows ""Admission Offered"" will need to accept or reject the offer through the stated JAMB … Kwara State University (KWASU) Admission List for 2026/2027 Academic Session Last Modified on August 15th, 2026 Kwara State University (KWASU) admission list for the 2026/2027 academic session is now available for applicants who applied through UTME or Direct Entry. Candidates can check their admission status through the KWASU admission portal and confirm any offer through JAMB CAPS. Applicants who receive an admission offer will also need … Akwa Ibom State University (AKSU) Postgraduate Admission Form for 2026/2027 Academic Session Last Modified on August 15th, 2026 Akwa Ibom State University (AKSU), through its School of Postgraduate Studies, has invited qualified candidates to apply for postgraduate admission for the 2026/2027 academic session. Available programmes lead to Postgraduate Diploma, Master's and Doctor of Philosophy qualifications across several faculties and departments. The non-refundable application fee is ₦30,000, excluding bank … Ibrahim Badamasi Babangida University (IBBU) Post UTME / Direct Entry Screening Form for 2025/2026 Undergraduate Admission Last Modified on August 15th, 2026 Ibrahim Badamasi Babangida University (IBBU), Lapai has announced its online Post-UTME and Direct Entry Screening and Verification Exercise for the 2026/2027 undergraduate admission exercise. The screening will begin on Monday, 17 August 2026 and close on Sunday, 20 September","has announced the registration for the 2026 Second Series West African Senior School Certificate Examination (WASSCE) for Private Candidates, also known as WAEC GCE. Candidates who intend to sit for the examination are to complete registration online, pay the approved fee … Has Your School Admission List Been Released? Find Out Last Modified on August 16th, 2026 Admission list season is one of the most closely watched stages of the Nigerian school admission process. After post-UTME screening, candidates usually begin checking for updates from their chosen schools and JAM","Upload O'Level Result on JAMB CAPS Last Modified on August 16th, 2026 Usmanu Danfodiyo University, Sokoto (UDUSOK) has commenced the admission process for the 2026/2027 academic session and candidates who selected the university as their first choice have been asked to ensure that their O'Level results are available on JAMB CAPS. The requirement affects candidates who are yet to upload results from … Federal University of Technology, Ikot Abasi (FUTI",,,REJECTED,answer
https://myschoolgist.com/ng/author/admin/,Unknown,"The exercise is for UTME and Direct Entry candidates who … Federal University of Health Sciences, Otukpo (FUHSO) Remedial Admission Form for 2026/2027 Academic Session Last Modified on August 15th, 2026 Federal University of Health Sciences, Otukpo (FUHSO) has invited qualified applicants to apply for admission into its Remedial Science Programme for the 2026/2027 academic session. The programme is for science students who intend to pursue any of the listed undergraduate courses at FUHSO. It combines remedial academic work with preparation … Federal University of Health Sciences, Azare (FUHS",university change of course or an inter-university transfer in,,,,,,REJECTED,"optionB, optionC, optionD, answer"
https://myschoolgist.com/ng/author/admin/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/ng/author/admin/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/ng/author/admin/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/ng/author/admin/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/ng/author/admin/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/ng/author/admin/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/news/lens-poly-hnd-approved-nbte-188020/,Unknown,"HND programmes have been approved Resource inspection has been completed Admission has been opened for qualified candidates Approved areas include AI, Cyber Security and Community Health Applications are to be made through the admission portal Read on for Lens Polytechnic HND programmes, NBTE approval details and admission notice. The National Board for Technical Education (NBTE) has granted approval to Lens Polytechnic, Offa, Kwara State, to run 14 Higher National Diploma academic programmes. The approval followed a resource inspection and accreditation exercise conducted by the Board and management has invited qualified candidates to apply for admission into the approved HND courses. Prepare for JAMB, WAEC, NECO, BECE, NCEE and Post UTME Practise CBT Exams on Mobile or PC Prepare for Post UTME, WAEC, NECO, JAMB UTME, Junior WAEC (BECE) and Common Entrance (NCEE) with the MySchoolGist CBT App and Software. Use it on Android, iPhone or Windows to practise past questions anytime. Android App iPhone App Windows 10+ Windows 7 & 8 Need help choosing the right version? Chat with us on WhatsApp . Prepare for JAMB, WAEC, NECO, BECE, NCEE and Post UTME Practise CBT Exams on Mobile or PC Prepare for Post UTME, WAEC, NECO, JAMB UTME, Junior WAEC (BECE) and Common Entrance (NCEE) with the MySchoolGist CBT App and Software. Use it on Android, iPhone or Windows to practise past questions anytime. Post UTME, WAEC, NECO, JAMB UTME, Junior WAEC (BECE) Common Entrance (NCEE) Android App iPhone App Windows 10+ Windows 7 & 8 Need help choosing the right version? Chat with us on WhatsApp . Table of contents What Has NBTE Approved for Lens Polytechnic? Why Was the NBTE Visit Conducted? Is Lens Polytechnic Now Admitting Candidates Into the HND Programmes? Which HND Programmes Have Been Approved? Engineering and Technology Media and Communications Computing and Artificial Intelligence Administration and Security Health Sciences Engineering and Technology Media and Communications Computing and Artificial Intelligence Administration and Security Health Sciences Who Can Apply for Lens Polytechnic HND Admission? What Should Applicants Check Before Applying? What Has NBTE Approved for Lens Polytechnic? NBTE has approved Lens Polytechnic to run 14 HND academic programmes across Engineering, Media, Computing, Administration, Security and Health Science areas. The approval came after the NBTE accreditation team visited the Polytechnic on Monday, 18 May 2026, to assess its facilities and readiness, including staffing for technical education delivery. Why Was the NBTE Visit Conducted? The NBTE visit was part of a resource inspection and accreditation exercise. The exercise was used to assess whether Lens Polytechnic had the required capacity to run the listed Higher National Diploma programmes. Management expressed appreciation to NBTE for the exercise and the prompt response given after the visit. Is Lens Polytechnic Now Admitting Candidates Into the HND Programmes? Lens Polytechnic has invited applications from qualified candidates for admission into the newly approved HND programmes. The admission notice covers fields such as Artificial Intelligence, Cyber Security and Data Protection, Crime Management and Community Health. Which HND Programmes Have Been Approved? The approved HND programmes named in the admission notice are listed below by field. Engineering and Technology HND Computer Engineering Technology HND Electrical Electronics Engineering Media and Communications HND Film and Multimedia Production HND Journalism and Media Studies HND Strategic Communications and Media Studies Computing and Artificial Intelligence HND Artificial Intelligence HND Software and Web Development HND Cyber Security and Data Protection HND Networking and Cloud Computing Administration and Security HND Crime Management HND Public Administration Health Sciences HND Community Health HND Health Information Management Who Can Apply for Lens Polytechnic HND Admission? Qualified candidates who wish to advance their studies in any of the approved HND fields may apply for admission. Applicants are expected to use the Polytechnic's official admission portal for the application process. What Should Applicants Check Before Applying? Applicants should review the approved programme list and choose the HND course that matches their prior qualification and career plan. They should also apply through the official admission portal, since the notice directs qualified candidates to use that channel. Alternative admission via JUPEB/IJMB programmes (SPONSORED) Enter 200-Level Directly! Gain University Admission via JUPEB/IJMB . Enjoy Low Fees! Call 08033006849 Now! Alternative admission via JUPEB/IJMB programmes (SPONSORED) Enter 200-Level Directly! Gain University Admission via JUPEB/IJMB . Enjoy Low Fees! Call 08033006849 Now! Search MySchoolGist ... Search Tagged: Lens Polytechnic , National Board for Technical Education (NBTE) Tagged: Share This Post: If this post helped you, share it with others! Use the buttons below to spread the word! Share This Post: WhatsApp X (Twitter) Facebook WhatsApp X (Twitter) Facebook Suggested Articles Ekiti State College of Technology (EKSCOTECH) Accredited Programmes: 15 New NBTE-Approved ND and HND Courses Katsina State Institute of Technology and Management (KSITM) gets NBTE approval as a Vocational Enterprise Institute under TVET President Tinubu Renews Idris Bugaje's Appointment as NBTE Executive Secretary Federal Polytechnic Oko New NBTE Approved Programmes 2025/2026: ND and HND Courses and Requirements Federal Polytechnic, Ukana HND Admission Form for 2026/2027 Academic Session Kano State Polytechnic (KANOPOLY) Part-Time Programmes Admission Form for 2026/2027 Academic Session Kano State Polytechnic (KANOPOLY) HND Admission Form for 2026/2027 Academic Session Jigawa State Polytechnic (JIGPOLY) HND Programmes Admission Form for 2026/2027 Academic Session Suggested Articles Articles Ekiti State College of Technology (EKSCOTECH) Accredited Programmes: 15 New NBTE-Approved ND and HND Courses Katsina State Institute of Technology and Management (KSITM) gets NBTE approval as a Vocational Enterprise Institute under TVET President Tinubu Renews Idris Bugaje's Appointment as NBTE Executive Secretary Federal Polytechnic Oko New NBTE Approved Programmes 2025/2026: ND and HND Courses and Requirements Federal Polytechnic, Ukana HND Admission Form for 2026/2027 Academic Session Kano State Polytechnic (KANOPOLY) Part-Time Programmes Admission Form for 2026/2027 Academic Session Kano State Polytechnic (KANOPOLY) HND Admission Form for 2026/2027 Academic Session Jigawa State Polytechnic (JIGPOLY) HND Programmes Admission Form for 2026/2027 Academic Session Previous story Plateau State University (PLASU) Registrar Vacancy 2026: Requirements, Duties and Application Guide Next story Ibrahim Badamasi Babangida University (IBBU) IJMB Admission Form for 2026/2027 Academic Session Previous story Plateau State University (PLASU) Registrar Vacancy 2026: Requirements, Duties and Application Guide Next story Ibrahim Badamasi Babangida University (IBBU) IJMB Admission Form for 2026/2027 Academic Session Home About Disclaimer Privacy Policy Quick Links Education Resources WAEC Past Questions NABTEB Past Questions JAMB Past Questions Post UTME Past Questions Universities Polytechnics Monotechnics Colleges of Education Top Universities Illegal Universities Courses JAMB WAEC NECO Jobs in Nigeria MySchoolGist Web Services is a registered publisher and marketing solutions provider in Nigeria. It publishes Myschoolgist.com, a leading digital publication that covers the latest educational trends, career opportunities and current news. Copyright © 2012 - 2026 MySchoolGist Home About Disclaimer Privacy Policy Quick Links Education Resources WAEC Past Questions NABTEB Past Questions JAMB Past Questions Post UTME Past Questions Universities Polytechnics Monotechnics Colleges of Education Top Universities Illegal Universities Courses JAMB WAEC NECO Jobs in Nigeria Quick Links Education Resources WAEC Past Questions NABTEB Past Questions JAMB Past Questions Post UTME Past Questions Universities Polytechnics Monotechnics Colleges of Education Top Universities Illegal Universities Courses JAMB WAEC NECO Jobs in Nigeria MySchoolGist Web Services is a registered publisher and marketing solutions provider in Nigeria. It publishes Myschoolgist.com, a leading digital publication that covers the latest educational trends, career opportunities and current news. Copyright © 2012 - 2026 MySchoolGist",,,,,,,REJECTED,"optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/news/federal-poly-ukana-hnd-admission-form/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/news/federal-poly-ukana-hnd-admission-form/,Unknown,"Courses, Requirements & How to Apply By Olusegun Fapohunda August 16, 2026 Time to Rea",,,,"3 min • 439 words Federal Polytechnic, Ukana HND applicants preparing their documents for the 2026/2027 admission exercise. Federal Polytechnic Ukana HND Admission Form at a Glance Federal Polytechnic, Ukana has opened HND admission for the 2026/2027 academic session. The application fee is ₦10,",,,REJECTED,"optionA, optionB, optionC, answer"
https://myschoolgist.com/news/federal-poly-ukana-hnd-admission-form/,Unknown,Applicants need an ND in a related course. A minimum of Lower Credit is require,,,,"Read on for the available HND courses, entry requirements and application steps. Federal Polytechnic, Ukana has opened applications for admission into its Higher National Diploma programmes for the 2026/2027 academic session. The admission exercise is for candidates who already hold a National Diploma in a related course and meet the stated academic and industrial training requirements. The application fee is ₦10,000 and candidates can submit their applications through the Federal Polytechnic, Ukana online application portal. Prepare for JAMB, WAEC, NECO, BECE, NCEE and Post UTME Practise CBT Exams on Mobile or PC Prepare for Post UTME, WAEC, NECO, JAMB UTME, Junior WAEC (BECE) and Common Entrance (NCEE) with the MySchoolGist CBT App and Software. Use it on Android, iPhone or Windows to practise past questions anytime. Android App iPhone App Windows 10+ Windows 7 & 8 Need help choosing the right version? Chat with us on WhatsApp . Federal Polytechnic Ukana HND Courses The available HND programmes listed under the School of Applied Sciences are: Computer Networks and Cloud Computing Software and Web Development Statistics Applicants should choose a programme that relates to their National Diploma qualification. Federal Polytechnic Ukana HND Admission Requirements Applicants must meet the stated HND entry conditions before submitting an application. A candidate is required to have: A National Diploma in a related course from a recognised school At least a Lower Credit A valid one-year Industrial Training certificate Candidates should confirm that their ND course relates to the HND programme selected during the application. Federal Polytechnic Ukana HND Application Fee The HND application fee is ₦10,",,,REJECTED,"optionA, optionB, optionC, answer"
https://myschoolgist.com/news/federal-poly-ukana-hnd-admission-form/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/news/federal-poly-ukana-hnd-admission-form/,Unknown,Federal Polytechnic Ukana HND Application Deadline No fixed application deadline has been announce,,,,"Candidates who meet the requirements can submit their applications while the admission portal remains available. Applicants should rely on the admission portal and Admissions Office for any later deadline information. Federal Polytechnic Ukana HND Admission Troubleshooter Issue What to check Next step Expected outcome 🎓 ND course does not match Compare the ND qualification with the selected HND programme Choose a related available programme Application will match the stated course requirement 📊 ND grade below Lower Credit Check the grade shown on the ND result Compare it with the minimum Lower Credit requirement Candidate can determine whether the stated grade condition is met 🧾 IT certificate unavailable Confirm completion of the one-year Industrial Training Prepare the valid IT certificate before applying Candidate will have the stated industrial training record 💳 Application payment pending Check the online application process Pay the ₦10,000 application fee Application payment can be completed 📅 Deadline unclear Check the admission portal or Admissions Office Look for any later deadline update Candidate can work with the latest admission information MySchoolGist Verification Check Candidates can access the HND application through the Federal Polytechnic, Ukana application portal . The stated application fee is ₦10,",,,REJECTED,"optionA, optionB, optionC, answer"
https://myschoolgist.com/news/federal-poly-ukana-hnd-admission-form/,Unknown,"MySchoolGist checks admission information against available official sources. Federal Polytechnic, Ukana remains the final authority on its HND admission requirements and application process. Alternative admission via JUPEB/IJMB programmes (SPONSORE",,Enjoy Low Fees! Call 08033006849 Now! Search MySchoolGist ... Search Tagge,,"Federal Polytechnic Ukana Share This Post: If this post helped you, share it with others! Use the buttons below to spread the word! WhatsApp X (Twitter) Facebook Suggested Articles Federal Polytechnic, Ukana Post UTME Form for 2026/2027 ND Admission Federal Polytechnic Ukana Job Recruitment: Vacancies, Requirements and How to Apply Federal Polytechnic, Ukana school fees deadline and student registration guides 2025/2026 Federal Polytechnic, Ukana Approved as NBTE Skill Training Centre Jigawa State Polytechnic (JIGPOLY) HND Programmes Admission Form for 2026/2027 Academic Session Waziri Umaru Federal Polytechnic, Birnin Kebbi (WUFPBK) HND Admission Form for 2026/2027 Academic Session Federal Polytechnic Mubi (FPM) HND Admission Form for 2026/2027 Academic Session Gboko Polytechnic Admission Form for 2026/2027 ND/HND Programmes Admission Meet The Author Olusegun Fapohunda is the founder and editor of MySchoolGist, with over a decade of experience in education publishing. He covers education updates, admission notices, examination news, scholarships, career opportunities and related public information. Connect with him on X (formerly Twitter) .",,,REJECTED,"optionA, optionC, answer"
https://myschoolgist.com/keyword/nbte/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
